INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	CASRN	INCHIKEY	IUPAC_NAME	SMILES	QSAR_READY_SMILES
zidovudine	Expert Validated Synonym	DTXSID8020127	3'-Azido-3'-deoxythymidine	30516-87-1	HBOMLICNUCNMMY-XLPZGREQSA-N	3'-Azido-3'-deoxythymidine	CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O	CC1=CN(C2CC(N=[N+]=N)C(CO)O2)C(=O)N=C1O
aceclofenac	Approved Name	DTXSID7045522	Aceclofenac	89796-99-6	MNIPYSSQXLZQLJ-UHFFFAOYSA-N	({[2-(2,6-Dichloroanilino)phenyl]acetyl}oxy)acetic acid	OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1	OC(=O)COC(=O)CC1=C(NC2=C(Cl)C=CC=C2Cl)C=CC=C1
acetazolamide	Approved Name	DTXSID7022544	Acetazolamide	59-66-5	BZKPWHYZMXOIDC-UHFFFAOYSA-N	N-(5-Sulfamoyl-1,3,4-thiadiazol-2-yl)acetamide	CC(=O)NC1=NN=C(S1)S(N)(=O)=O	CC(=O)NC1=NN=C(S1)S(N)(=O)=O
alfuzosin	Approved Name	DTXSID6048549	Alfuzosin	81403-80-7	WNMJYKCGWZFFKR-UHFFFAOYSA-N	N-{3-[(4-Amino-6,7-dimethoxyquinazolin-2-yl)(methyl)amino]propyl}oxolane-2-carboxamide	COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1	COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1
ampicillin	Approved Name	DTXSID4022602	Ampicillin	69-53-4	AVKUERGKIZMTKX-NJBDSQKTSA-N	(2S,5R,6R)-6-{[(2R)-2-Amino-2-phenylacetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O	CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(O)=O
bendroflumethiazide	Approved Name	DTXSID5022647	Bendroflumethiazide	73-48-3	HDWIHXWEUNVBIY-UHFFFAOYSA-N	3-Benzyl-1,1-dioxo-6-(trifluoromethyl)-1,2,3,4-tetrahydro-1lambda~6~,2,4-benzothiadiazine-7-sulfonamide	NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F	NS(=O)(=O)C1=C(C=C2NC(CC3=CC=CC=C3)NS(=O)(=O)C2=C1)C(F)(F)F
bethanechol	Approved Name	DTXSID2022676	Bethanechol	590-63-6	XXRMYXBSBOVVBH-UHFFFAOYSA-N	2-(Carbamoyloxy)-N,N,N-trimethylpropan-1-aminium chloride	[Cl-].CC(C[N+](C)(C)C)OC(N)=O	CC(C[N+](C)(C)C)OC(N)=O
brompheniramine	Approved Name	DTXSID5022691	Brompheniramine	86-22-6	ZDIGNSYAACHWNL-UHFFFAOYSA-N	3-(4-Bromophenyl)-N,N-dimethyl-3-(pyridin-2-yl)propan-1-amine	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1	CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1
captopril	Approved Name	DTXSID1037197	Captopril	62571-86-2	FAKRSMQSSFJEIM-RQJHMYQMSA-N	1-[(2S)-2-Methyl-3-sulfanylpropanoyl]-L-proline	C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O	CC(CS)C(=O)N1CCCC1C(O)=O
carisoprodol	Approved Name	DTXSID8024733	Carisoprodol	78-44-4	OFZCIYFFPZCNJE-UHFFFAOYSA-N	2-[(Carbamoyloxy)methyl]-2-methylpentyl propan-2-ylcarbamate (non-preferred name)	CCCC(C)(COC(N)=O)COC(=O)NC(C)C	CCCC(C)(COC(N)=O)COC(=O)NC(C)C
cefadroxil	Approved Name	DTXSID8022749	Cefadroxil	50370-12-2	BOEGTKLJZSQCCD-UEKVPHQBSA-N	(6R,7R)-7-{[(2R)-2-Amino-2-(4-hydroxyphenyl)acetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)C1=CC=C(O)C=C1)C2=O)C(O)=O	CC1=C(N2C(SC1)C(NC(=O)C(N)C1=CC=C(O)C=C1)C2=O)C(O)=O
cefepime	Approved Name	DTXSID70873208	Cefepime	88040-23-7	HVFLCNVBZFFHBT-ZKDACBOMSA-N	(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	[H][C@]12SCC(C[N+]3(C)CCCC3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O	CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1
cefoperazone	Approved Name	DTXSID2022759	Cefoperazone	62893-19-0	GCFBRXLSHGKWDP-XCGNWRKASA-N	(6R,7R)-7-{[(2R)-2-[(4-Ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}-3-{[(1-methyl-1H-tetrazol-5-yl)sulfanyl]methyl}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O	CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C2=CC=C(O)C=C2)C(=O)C1=O
cefotaxime	Approved Name	DTXSID6022761	Cefotaxime	63527-52-6	GPRBEKHLDVQUJE-VINNURBNSA-N	(6R,7R)-3-[(Acetyloxy)methyl]-7-{[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1	CO\N=C(\C(=O)NC1C2SCC(COC(C)=O)=C(N2C1=O)C(O)=O)c1csc(N)n1
ceftazidime	Approved Name	DTXSID5022770	Ceftazidime	72558-82-8	ORFOPKXBNMVMKC-DWVKKRMSSA-N	(6R,7R)-7-{[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-{[(2-carboxypropan-2-yl)oxy]imino}acetyl]amino}-8-oxo-3-[(pyridin-1-ium-1-yl)methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate	CC(C)(O\N=C(/C(=O)N[C@H]1[C@H]2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C([O-])=O)C1=CSC(N)=N1)C(O)=O	CC(C)(O\N=C(/C(=O)NC1C2SCC(C[N+]3=CC=CC=C3)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1)C(O)=O
cetirizine	Approved Name	DTXSID4022787	Cetirizine	83881-51-0	ZKLPARSLTMPFCP-UHFFFAOYSA-N	(2-{4-[(4-Chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)acetic acid	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
chlorcyclizine	Approved Name	DTXSID9048011	Chlorcyclizine	82-93-9	WFNAKBGANONZEQ-UHFFFAOYSA-N	1-[(4-Chlorophenyl)(phenyl)methyl]-4-methylpiperazine	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
chlormezanone	Approved Name	DTXSID3022798	Chlormezanone	80-77-3	WEQAYVWKMWHEJO-UHFFFAOYSA-N	2-(4-Chlorophenyl)-3-methyl-1lambda~6~,3-thiazinane-1,1,4-trione	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O	CN1C(C2=CC=C(Cl)C=C2)S(=O)(=O)CCC1=O
chlorpropamide	Approved Name	DTXSID9020322	Chlorpropamide	94-20-2	RKWGIWYCVPQPMF-UHFFFAOYSA-N	4-Chloro-N-(propylcarbamoyl)benzene-1-sulfonamide	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1	CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1
chlorzoxazone	Approved Name	DTXSID9022813	Chlorzoxazone	95-25-0	TZFWDZFKRBELIQ-UHFFFAOYSA-N	5-Chloro-1,3-benzoxazol-2(3H)-one	ClC1=CC=C2OC(=O)NC2=C1	ClC1=CC=C2OC(=O)NC2=C1
ciprofloxacin	Approved Name	DTXSID8022824	Ciprofloxacin	85721-33-1	MYSWGUAQZAJSOK-UHFFFAOYSA-N	1-Cyclopropyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid	OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O	OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O
cloxacillin	Approved Name	DTXSID5022853	Cloxacillin	61-72-3	LQOLIRLGBULYKD-JKIFEVAISA-N	(2S,5R,6R)-6-{[3-(2-Chlorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1Cl	CC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C(=NO1)C1=CC=CC=C1Cl
cyanocobalamin	Expert Validated Synonym	DTXSID7044346	Vitamin B12	68-19-9	RMRCNWBMXRMIRW-WZHZPDAFSA-L	-	C[C@H](CNC(=O)CC[C@]1(C)[C@@H](CC(N)=O)[C@H]2N=C1\C(C)=C1/N=C(/C=C3\N=C(\C(\C)=C4\[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@@]2(C)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]1CCC(N)=O)OP([O-])(=O)O[C@@H]1[C@@H](CO)O[C@@H]([C@@H]1O)N1C=NC2=C1C=C(C)C(C)=C2	-
dantrolene	Approved Name	DTXSID7022881	Dantrolene	7261-97-4	OZOMQRBLCMDCEG-UHFFFAOYSA-N	1-({[5-(4-Nitrophenyl)furan-2-yl]methylidene}amino)imidazolidine-2,4-dione	[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O	[O-][N+](=O)C1=CC=C(C=C1)C1=CC=C(O1)C=NN1CC(=O)NC1=O
dapsone	Approved Name	DTXSID4020371	Dapsone	80-08-0	MQJKPEGWNLWLTK-UHFFFAOYSA-N	4,4'-Sulfonyldianiline	NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1	NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1
deferoxamine	Approved Name	DTXSID7022887	Deferoxamine	70-51-9	UBQYURCVBFRUQT-UHFFFAOYSA-N	N~4~-{5-[Acetyl(hydroxy)amino]pentyl}-N~1~-(5-{4-[(5-aminopentyl)(hydroxy)amino]-4-oxobutanamido}pentyl)-N~1~-hydroxybutanediamide	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
disulfiram	Approved Name	DTXSID1021322	Disulfiram	97-77-8	AUZONCFQVSMFAP-UHFFFAOYSA-N	-	CCN(CC)C(=S)SSC(=S)N(CC)CC	CCN(CC)C(=S)SSC(=S)N(CC)CC
enalapril	Approved Name	DTXSID5022982	Enalapril	75847-73-3	GBXSMTUPTTWBMN-XIRDDKMYSA-N	N-[(2S)-1-Ethoxy-1-oxo-4-phenylbutan-2-yl]-L-alanyl-L-proline	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N1CCCC1C(O)=O
ethambutol	Approved Name	DTXSID8023006	Ethambutol	74-55-5	AEUTYOVWOVBAKS-UWVGGRQHSA-N	(2S,2'S)-2,2'-(Ethane-1,2-diyldiazanediyl)di(butan-1-ol)	CC[C@@H](CO)NCCN[C@@H](CC)CO	CCC(CO)NCCNC(CC)CO
famotidine	Approved Name	DTXSID5023039	Famotidine	76824-35-6	XUFQPHANEAPEMJ-UHFFFAOYSA-N	3-[({2-[(Diaminomethylidene)amino]-1,3-thiazol-4-yl}methyl)sulfanyl]-N'-sulfamoylpropanimidamide	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
felodipine	Approved Name	DTXSID4023042	Felodipine	72509-76-3	RZTAMFZIAATZDJ-UHFFFAOYSA-N	Ethyl methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC	CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC
finasteride	Approved Name	DTXSID3020625	Finasteride	98319-26-7	DBEPLOCGEIEOCV-WSBQPABSSA-N	(4aR,4bS,6aS,7S,9aS,9bS,11aR)-N-tert-Butyl-4a,6a-dimethyl-2-oxo-2,4a,4b,5,6,6a,7,8,9,9a,9b,10,11,11a-tetradecahydro-1H-indeno[5,4-f]quinoline-7-carboxamide	CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C
fluvastatin	Approved Name	DTXSID2020636	Fluvastatin	93957-54-1	FJLGEFLZQAZZCD-MCBHFWOFSA-N	-	CC(C)N1C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C2=C1C=CC=C2)C1=CC=C(F)C=C1	CC(C)n1c(\C=C\C(O)CC(O)CC(O)=O)c(-c2ccc(F)cc2)c2ccccc12
glimepiride	Approved Name	DTXSID5040675	Glimepiride	93479-97-1	WIGIZIANZCJQQY-RUCARUNLSA-N	3-Ethyl-4-methyl-N-{2-[4-({[(1r,4r)-4-methylcyclohexyl]carbamoyl}sulfamoyl)phenyl]ethyl}-2-oxo-2,5-dihydro-1H-pyrrole-1-carboxamide	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O	CCC1=C(C)CN(C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC2CCC(C)CC2)C1=O
guaifenesin	Approved Name	DTXSID5023114	Guaifenesin	93-14-1	HSRJKNPTNIJEKV-UHFFFAOYSA-N	3-(2-Methoxyphenoxy)propane-1,2-diol	COC1=CC=CC=C1OCC(O)CO	COC1=CC=CC=C1OCC(O)CO
guanethidine	Approved Name	DTXSID5023116	Guanethidine	55-65-2	ACGDKVXYNVEAGU-UHFFFAOYSA-N	N-[2-(Azocan-1-yl)ethyl]guanidine	NC(=N)NCCN1CCCCCCC1	NC(=N)NCCN1CCCCCCC1
hydralazine	Approved Name	DTXSID4023129	Hydralazine	86-54-4	RPTUSVTUFVMDQK-UHFFFAOYSA-N	1-Hydrazinylphthalazine	NNC1=NN=CC2=CC=CC=C12	NNC1=NN=CC2=CC=CC=C12
hydroxyzine	Approved Name	DTXSID8023137	Hydroxyzine	68-88-2	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	2-(2-{4-[(4-Chlorophenyl)(phenyl)methyl]piperazin-1-yl}ethoxy)ethan-1-ol	OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1	OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1
ioversol	Approved Name	DTXSID2045521	Ioversol	87771-40-2	AMDBBAQNWSUWGN-UHFFFAOYSA-N	N~1~,N~3~-Bis(2,3-dihydroxypropyl)-5-[(hydroxyacetyl)(2-hydroxyethyl)amino]-2,4,6-triiodobenzene-1,3-dicarboxamide	OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I	OCCN(C(=O)CO)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I
isradipine	Approved Name	DTXSID4023179	Isradipine	75695-93-1	HMJIYCCIJYRONP-UHFFFAOYSA-N	Methyl propan-2-yl 4-(2,1,3-benzoxadiazol-4-yl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC2=NON=C12)C(=O)OC(C)C
ivermectin	Approved Name	DTXSID7040235	Ivermectin	70288-86-7	-	-	-	-
ketoconazole	Approved Name	DTXSID7029879	Ketoconazole	65277-42-1	XMAYWYJOQHXEEK-OZXSUGGESA-N	1-{4-[4-({(2R,4S)-2-(2,4-Dichlorophenyl)-2-[(1H-imidazol-1-yl)methyl]-1,3-dioxolan-4-yl}methoxy)phenyl]piperazin-1-yl}ethan-1-one	CC(=O)N1CCN(CC1)C1=CC=C(OC[C@H]2CO[C@@](CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1	CC(=O)N1CCN(CC1)C1=CC=C(OCC2COC(CN3C=CN=C3)(O2)C2=CC=C(Cl)C=C2Cl)C=C1
ketorolac	Approved Name	DTXSID8023189	Ketorolac	74103-06-3	OZWKMVRBQXNZKK-UHFFFAOYSA-N	5-Benzoyl-2,3-dihydro-1H-pyrrolizine-1-carboxylic acid	OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1	OC(=O)C1CCN2C1=CC=C2C(=O)C1=CC=CC=C1
leflunomide	Approved Name	DTXSID9023201	Leflunomide	75706-12-6	VHOGYURTWQBHIL-UHFFFAOYSA-N	5-Methyl-N-[4-(trifluoromethyl)phenyl]-1,2-oxazole-4-carboxamide	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F	CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F
levonorgestrel	Approved Name	DTXSID3036496	Levonorgestrel	797-63-7	WWYNJERNGUHSAO-XUDSTZEESA-N	(8R,9S,10R,13S,14S,17R)-13-Ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)	[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]	CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
liothyronine	Expert Validated Synonym	DTXSID8023216	3,5,3'-Triiodothyronine	6893-02-3	AUYYCJSJGJYCDS-LBPRGKRZSA-N	O-(4-Hydroxy-3-iodophenyl)-3,5-diiodo-L-tyrosine	N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O	NC(CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O
loracarbef	Approved Name	DTXSID7023223	Loracarbef	76470-66-1	JAPHQRWPEGVNBT-UTUOFQBUSA-N	(6R,7S)-7-{[(2R)-2-Amino-2-phenylacetyl]amino}-3-chloro-8-oxo-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid	[H][C@]12CCC(Cl)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O	NC(C(=O)NC1C2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1
lovastatin	Approved Name	DTXSID5020784	Lovastatin	75330-75-5	PCZOHLXUXFIOCF-BXMDZJJMSA-N	(1S,3R,7S,8S,8aR)-8-{2-[(2R,4R)-4-Hydroxy-6-oxooxan-2-yl]ethyl}-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl (2S)-2-methylbutanoate	[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC	CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C12
mefenamic acid	Approved Name	DTXSID5023243	Mefenamic acid	61-68-7	HYYBABOKPJLUIN-UHFFFAOYSA-N	2-(2,3-Dimethylanilino)benzoic acid	CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1	CC1=C(C)C(NC2=C(C=CC=C2)C(O)=O)=CC=C1
mesalazine	Synonym from Valid Source	DTXSID5024506	5-Aminosalicylic acid	89-57-6	KBOPZPXVLCULAV-UHFFFAOYSA-N	5-Amino-2-hydroxybenzoic acid	NC1=CC=C(O)C(=C1)C(O)=O	NC1=CC=C(O)C(=C1)C(O)=O
metformin	Approved Name	DTXSID2023270	Metformin	657-24-9	XZWYZXLIPXDOLR-UHFFFAOYSA-N	N,N-Dimethyltriimidodicarbonic diamide	CN(C)C(=N)NC(N)=N	CN(C)C(=N)NC(N)=N
methotrexate	Approved Name	DTXSID4020822	Methotrexate	59-05-2	FBOZXECLQNJBKD-ZDUSSCGKSA-N	N-(4-{[(2,4-Diaminopteridin-6-yl)methyl](methyl)amino}benzoyl)-L-glutamic acid	CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O
methylprednisolone	Approved Name	DTXSID7023300	Methylprednisolone	83-43-2	VHRSUDSXCMQTMA-PJHHCJLFSA-N	(6alpha,11beta)-11,17,21-Trihydroxy-6-methylpregna-1,4-diene-3,20-dione	C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12	CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C2(C)C=CC(=O)C=C12
mifepristone	Approved Name	DTXSID5023322	Mifepristone	84371-65-3	VKHAHZOOUSRJNA-GCNJZUOMSA-N	(8S,11R,13S,14S,17S)-11-[4-(Dimethylamino)phenyl]-17-hydroxy-13-methyl-17-(prop-1-yn-1-yl)-1,2,6,7,8,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one (non-preferred name)	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(C=C1)N(C)C	CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(CC12C)C1=CC=C(C=C1)N(C)C
mitoxantrone	Approved Name	DTXSID4046947	Mitoxantrone	65271-80-9	KKZJGLLVHKMTCM-UHFFFAOYSA-N	1,4-Dihydroxy-5,8-bis({2-[(2-hydroxyethyl)amino]ethyl}amino)anthracene-9,10-dione	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
nafcillin	Approved Name	DTXSID8023343	Nafcillin	147-52-4	GPXLMGHLHQJAGZ-JTDSTZFVSA-N	(2S,5R,6R)-6-[(2-Ethoxynaphthalene-1-carbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid	CCOC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C2=C(C=CC=C2)C=C1	CCOC1=C(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C2=CC=CC=C2C=C1
nilutamide	Approved Name	DTXSID3034165	Nilutamide	63612-50-0	XWXYUMMDTVBTOU-UHFFFAOYSA-N	5,5-Dimethyl-3-[4-nitro-3-(trifluoromethyl)phenyl]imidazolidine-2,4-dione	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F	CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
nitrofurantoin	Approved Name	DTXSID7020972	Nitrofurantoin	67-20-9	NXFQHRVNIOXGAQ-UHFFFAOYSA-N	1-{[(5-Nitrofuran-2-yl)methylidene]amino}imidazolidine-2,4-dione	[O-][N+](=O)C1=CC=C(O1)C=NN1CC(=O)NC1=O	[O-][N+](=O)c1ccc(\C=N\N2CC(=O)NC2=O)o1
nizatidine	Approved Name	DTXSID5023376	Nizatidine	76963-41-2	SGXXNSQHWDMGGP-UHFFFAOYSA-N	N~1~-{2-[({2-[(Dimethylamino)methyl]-1,3-thiazol-4-yl}methyl)sulfanyl]ethyl}-N'~1~-methyl-2-nitroethene-1,1-diamine	CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O	CN\C(NCCSCC1=CSC(CN(C)C)=N1)=C/[N+]([O-])=O
norfloxacin	Approved Name	DTXSID7037680	Norfloxacin	70458-96-7	OGJPXUAPXNRGGI-UHFFFAOYSA-N	1-Ethyl-6-fluoro-4-oxo-7-(piperazin-1-yl)-1,4-dihydroquinoline-3-carboxylic acid	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1	CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCNCC1
nortriptyline	Approved Name	DTXSID9023384	Nortriptyline	72-69-5	PHVGLTMQBUFIQQ-UHFFFAOYSA-N	3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N-methylpropan-1-amine	CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2	CNCCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2
ofloxacin	Approved Name	DTXSID3041085	Ofloxacin	82419-36-1	GSDSWSVVBLHKDQ-UHFFFAOYSA-N	9-Fluoro-3-methyl-10-(4-methylpiperazin-1-yl)-7-oxo-2,3-dihydro-7H-[1,4]oxazino[2,3,4-ij]quinoline-6-carboxylic acid	CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O	CC1COC2=C(N3CCN(C)CC3)C(F)=CC3=C2N1C=C(C(O)=O)C3=O
